match_id,team_A,team_B,score,cote,crowd,pts,bet,result
47,panama,croatie,0-3,10.58,8,,,
47,panama,croatie,0-4,18.92,2,,,
47,panama,croatie,0-5,40.05,1,,,
47,panama,croatie,0-6,94.85,0,,,
47,panama,croatie,1-0,20.46,1,,,
47,panama,croatie,1-1,9.53,2,,,
47,panama,croatie,1-2,9.12,19,,,
47,panama,croatie,1-3,12.4,10,,,
47,panama,croatie,1-4,22.12,5,,,
47,panama,croatie,1-5,46.53,1,,,
47,panama,croatie,1-6,109.31,0,,,
47,panama,croatie,2-0,44.42,1,,,
47,panama,croatie,2-1,22.35,1,,,
47,panama,croatie,2-2,18.58,1,,,
47,panama,croatie,2-3,26.96,4,,,
47,panama,croatie,2-4,46.15,1,,,
47,panama,croatie,2-5,93.34,2,,,
47,panama,croatie,3-0,128.33,0,,,
47,panama,croatie,3-1,68.03,1,,,
47,panama,croatie,3-2,62.75,0,,,
47,panama,croatie,3-3,73.2,0,,,
47,panama,croatie,3-4,131.64,0,,,
47,panama,croatie,4-1,170.72,1,,,
47,panama,croatie,4-2,164.75,1,,,
48,colombie,congo,0-0,9.46,2,50,,
48,colombie,congo,0-1,13.74,9,,,
48,colombie,congo,0-2,34.23,1,,,
48,colombie,congo,0-3,107.03,4,,,
48,colombie,congo,1-0,5.84,4,50,1,1
48,colombie,congo,1-1,8.42,6,,,
48,colombie,congo,1-2,21.72,11,,,
48,colombie,congo,1-3,71.51,5,,,
48,colombie,congo,2-0,6.69,11,,,
48,colombie,congo,2-1,9.56,19,,,
48,colombie,congo,2-2,23.05,5,,,
48,colombie,congo,2-3,79.73,2,,,
48,colombie,congo,2-4,,0,,,
48,colombie,congo,3-0,11.04,3,,,
48,colombie,congo,3-1,15.59,8,,,
48,colombie,congo,3-2,38.55,4,,,
48,colombie,congo,3-3,113.48,0,,,
48,colombie,congo,4-0,23.01,1,,,
48,colombie,congo,4-1,31.81,1,,,
48,colombie,congo,4-2,74.54,1,,,
48,colombie,congo,4-3,,0,,,
48,colombie,congo,5-0,55.12,0,,,
48,colombie,congo,5-1,74.24,0,,,
48,colombie,congo,5-2,161.81,0,,,
48,colombie,congo,6-0,140.96,0,,,
48,colombie,congo,6-1,183.98,0,,,
49,suisse,canada,0-0,8.44,5,50,,
49,suisse,canada,0-1,9.89,3,,,
49,suisse,canada,0-2,16.8,2,,1,
49,suisse,canada,0-3,39.8,0,,,
49,suisse,canada,0-4,111.96,0,,,
49,suisse,canada,1-0,8.53,6,50,,
49,suisse,canada,1-1,5.91,16,,,
49,suisse,canada,1-2,12.59,6,,,
49,suisse,canada,1-3,30.15,1,,,
49,suisse,canada,1-4,87.03,1,,,
49,suisse,canada,2-0,12.44,5,50,,
49,suisse,canada,2-1,11,14,20,,1
49,suisse,canada,2-2,16.47,11,,,
49,suisse,canada,2-3,40.86,2,,,
49,suisse,canada,2-4,118.57,1,,,
49,suisse,canada,3-0,27.36,3,,,
49,suisse,canada,3-1,23.17,4,,,
49,suisse,canada,3-2,36.4,3,,,
49,suisse,canada,3-3,73,5,,,
49,suisse,canada,3-4,210,0,,,
49,suisse,canada,4-0,71.44,1,,,
49,suisse,canada,4-1,61.22,2,,,
49,suisse,canada,4-2,92.74,2,,,
49,suisse,canada,4-3,195.16,1,,,
49,suisse,canada,5-0,280,0,,,
49,suisse,canada,5-1,183.14,0,,,
49,suisse,canada,5-2,250,2,,,
50,bosnie,qatar,0-0,16.42,5,30,,
50,bosnie,qatar,0-1,20.19,1,,,
50,bosnie,qatar,0-2,43.66,1,,,
50,bosnie,qatar,0-3,125.02,1,,,
50,bosnie,qatar,1-0,8.12,9,20,1,
50,bosnie,qatar,1-1,10.55,6,,,
50,bosnie,qatar,1-2,22.33,1,,,
50,bosnie,qatar,1-3,67.41,1,,,
50,bosnie,qatar,1-4,,1,,,
50,bosnie,qatar,2-0,7.44,17,20,,
50,bosnie,qatar,2-1,8.89,10,30,,
50,bosnie,qatar,2-2,19.32,4,,,
50,bosnie,qatar,2-3,62.11,0,,,
50,bosnie,qatar,2-4,,0,,,
50,bosnie,qatar,3-0,10.07,7,,,
50,bosnie,qatar,3-1,11.91,6,50,,1
50,bosnie,qatar,3-2,26.89,3,,,
50,bosnie,qatar,3-3,76.65,3,,,
50,bosnie,qatar,4-0,17.65,5,,,
50,bosnie,qatar,4-1,21.09,3,,,
50,bosnie,qatar,4-2,45.52,2,,,
50,bosnie,qatar,4-3,129.17,1,,,
50,bosnie,qatar,5-0,36.4,2,,,
50,bosnie,qatar,5-1,43.41,2,,,
50,bosnie,qatar,5-2,90.11,2,,,
50,bosnie,qatar,5-3,,1,,,
50,bosnie,qatar,6-0,84.68,0,,,
50,bosnie,qatar,6-1,98.69,0,,,
50,bosnie,qatar,6-2,199.15,0,,,
51,ecosse,bresil,0-0,14.44,3,,,
51,ecosse,bresil,0-1,6.8,7,,1,
51,ecosse,bresil,0-2,6.14,16,,,
51,ecosse,bresil,0-3,8.2,9,50,,1
51,ecosse,bresil,0-4,14.37,4,,,
51,ecosse,bresil,0-5,29.86,3,,,
51,ecosse,bresil,0-6,69.37,0,,,
51,ecosse,bresil,1-0,21.74,1,,,
51,ecosse,bresil,1-1,11.91,4,,,
51,ecosse,bresil,1-2,9.86,12,,,
51,ecosse,bresil,1-3,12.91,11,,,
51,ecosse,bresil,1-4,22.43,2,,,
51,ecosse,bresil,1-5,45.71,1,,,
51,ecosse,bresil,1-6,103.83,0,,,
51,ecosse,bresil,2-0,59.25,1,,,
51,ecosse,bresil,2-1,30.7,1,,,
51,ecosse,bresil,2-2,25.77,1,,,
51,ecosse,bresil,2-3,36.98,3,,,
51,ecosse,bresil,2-4,61.07,2,,,
51,ecosse,bresil,2-5,118.19,3,,,
51,ecosse,bresil,3-0,200.01,1,,,
51,ecosse,bresil,3-1,112.06,1,,,
51,ecosse,bresil,3-2,104.43,1,,,
51,ecosse,bresil,3-3,123.41,0,,,
51,ecosse,bresil,3-4,210,1,,,
51,ecosse,bresil,4-1,188.19,1,,,
52,maroc,haiti,0-0,19.72,2,,,
52,maroc,haiti,0-1,33.59,1,,,
52,maroc,haiti,0-2,98.13,0,,,
52,maroc,haiti,1-0,7.82,6,,1,
52,maroc,haiti,1-1,17.53,3,,,
52,maroc,haiti,1-2,45.88,0,,,
52,maroc,haiti,1-3,171.8,0,,,
52,maroc,haiti,2-0,5.95,18,,,
52,maroc,haiti,2-1,11.16,5,,,
52,maroc,haiti,2-2,28.22,2,,,
52,maroc,haiti,2-3,138.68,0,,,
52,maroc,haiti,3-0,6.69,22,,,
52,maroc,haiti,3-1,12.29,5,,,
52,maroc,haiti,3-2,39.4,1,,,
52,maroc,haiti,3-3,121.42,0,,,
52,maroc,haiti,4-0,9.81,9,,,
52,maroc,haiti,4-1,17.75,4,,,
52,maroc,haiti,4-2,54.45,2,100,,1
52,maroc,haiti,4-3,198.51,1,,,
52,maroc,haiti,5-0,17.41,5,,,
52,maroc,haiti,5-1,30.66,2,,,
52,maroc,haiti,5-2,89.29,2,,,
52,maroc,haiti,6-0,35.29,0,,,
52,maroc,haiti,6-1,60.21,0,,,
52,maroc,haiti,6-2,163.69,0,,,
53,tchequie,mexique,0-0,11.87,5,,,
53,tchequie,mexique,0-1,7.81,6,,1,
53,tchequie,mexique,0-2,9.66,12,,,
53,tchequie,mexique,0-3,17.17,7,70,,1
53,tchequie,mexique,0-4,38.67,6,,,
53,tchequie,mexique,0-5,100.32,0,,,
53,tchequie,mexique,0-6,,,,,
53,tchequie,mexique,1-0,11.3,4,,,
53,tchequie,mexique,1-1,7.73,9,,,
53,tchequie,mexique,1-2,9.29,15,,,
53,tchequie,mexique,1-3,16.69,3,,,
53,tchequie,mexique,1-4,37.38,0,,,
53,tchequie,mexique,1-5,96.31,0,,,
53,tchequie,mexique,1-6,,,,,
53,tchequie,mexique,2-0,19.69,1,,,
53,tchequie,mexique,2-1,13.31,3,,,
53,tchequie,mexique,2-2,18.46,3,,,
53,tchequie,mexique,2-3,29.55,4,,,
53,tchequie,mexique,2-4,63.21,2,,,
53,tchequie,mexique,2-5,157.49,4,,,
53,tchequie,mexique,3-0,46.56,1,,,
53,tchequie,mexique,3-1,33.14,1,,,
53,tchequie,mexique,3-2,41.1,0,,,
53,tchequie,mexique,3-3,75.92,1,,,
53,tchequie,mexique,3-4,147.38,1,,,
53,tchequie,mexique,4-0,129.19,1,,,
53,tchequie,mexique,4-1,95.81,0,,,
53,tchequie,mexique,4-2,119.08,0,,,
53,tchequie,mexique,4-3,196.98,0,,,
54,afrique_du_sud,coree_du_sud,0-0,11.01,2,,,
54,afrique_du_sud,coree_du_sud,0-1,6.81,10,,,
54,afrique_du_sud,coree_du_sud,0-2,7.53,13,,1,
54,afrique_du_sud,coree_du_sud,0-3,12.27,7,,,
54,afrique_du_sud,coree_du_sud,0-4,25.17,5,,,
54,afrique_du_sud,coree_du_sud,0-5,59.94,4,,,
54,afrique_du_sud,coree_du_sud,0-6,155.07,0,,,
54,afrique_du_sud,coree_du_sud,1-0,14.64,1,20,,1
54,afrique_du_sud,coree_du_sud,1-1,8.06,3,,,
54,afrique_du_sud,coree_du_sud,1-2,9.22,16,,,
54,afrique_du_sud,coree_du_sud,1-3,14.84,7,,,
54,afrique_du_sud,coree_du_sud,1-4,30.2,1,,,
54,afrique_du_sud,coree_du_sud,1-5,71.36,0,,,
54,afrique_du_sud,coree_du_sud,1-6,182.82,0,,,
54,afrique_du_sud,coree_du_sud,2-0,32.51,1,,,
54,afrique_du_sud,coree_du_sud,2-1,19.37,1,,,
54,afrique_du_sud,coree_du_sud,2-2,19.92,1,,,
54,afrique_du_sud,coree_du_sud,2-3,32.04,5,,,
54,afrique_du_sud,coree_du_sud,2-4,62,5,,,
54,afrique_du_sud,coree_du_sud,2-5,143.76,1,,,
54,afrique_du_sud,coree_du_sud,3-0,96.15,0,,,
54,afrique_du_sud,coree_du_sud,3-1,59.55,0,,,
54,afrique_du_sud,coree_du_sud,3-2,63.8,0,,,
54,afrique_du_sud,coree_du_sud,3-3,90.75,0,,,
54,afrique_du_sud,coree_du_sud,3-4,175.53,4,,,
55,equateur,allemagne,0-0,16.86,5,,,
55,equateur,allemagne,0-1,8.49,5,70,,
55,equateur,allemagne,0-2,9.11,10,,,
55,equateur,allemagne,0-3,13.63,10,,,
55,equateur,allemagne,0-4,26.65,5,,,
55,equateur,allemagne,0-5,61.21,3,,,
55,equateur,allemagne,0-6,156.66,1,,,
55,equateur,allemagne,1-0,14.36,2,,1,
55,equateur,allemagne,1-1,9.82,6,20,,
55,equateur,allemagne,1-2,8.62,13,,,
55,equateur,allemagne,1-3,13.29,13,,,
55,equateur,allemagne,1-4,25.78,4,,,
55,equateur,allemagne,1-5,59.55,2,,,
55,equateur,allemagne,1-6,150.12,1,,,
55,equateur,allemagne,2-0,25.25,2,,,
55,equateur,allemagne,2-1,14.62,2,20,,1
55,equateur,allemagne,2-2,17.89,4,,,
55,equateur,allemagne,2-3,23.67,2,,,
55,equateur,allemagne,2-4,45.8,2,,,
55,equateur,allemagne,2-5,101.29,1,,,
55,equateur,allemagne,2-6,,0,,,
55,equateur,allemagne,3-0,59.43,1,,,
55,equateur,allemagne,3-1,36.28,1,,,
55,equateur,allemagne,3-2,38.83,0,,,
55,equateur,allemagne,3-3,65.27,1,,,
55,equateur,allemagne,3-4,106.94,0,,,
55,equateur,allemagne,3-5,,1,,,
55,equateur,allemagne,4-0,162.8,0,,,
55,equateur,allemagne,4-1,104.81,0,,,
55,equateur,allemagne,4-2,112.96,0,,,
55,equateur,allemagne,4-3,164.84,0,,,
55,equateur,allemagne,4-4,,0,,,
55,equateur,allemagne,4-5,,1,,,
55,equateur,allemagne,5-0,,1,,,
55,equateur,allemagne,5-1,,1,,,
55,equateur,allemagne,5-2,,0,,,
55,equateur,allemagne,5-3,,0,,,
55,equateur,allemagne,5-4,,0,,,
56,curacao,cote_d_ivoire,0-0,22.21,2,30,,
56,curacao,cote_d_ivoire,0-1,8.72,6,50,,
56,curacao,cote_d_ivoire,0-2,6.35,17,20,,1
56,curacao,cote_d_ivoire,0-3,6.67,15,,1,
56,curacao,cote_d_ivoire,0-4,9.19,6,,,
56,curacao,cote_d_ivoire,0-5,15.41,4,,,
56,curacao,cote_d_ivoire,0-6,28.99,1,,,
56,curacao,cote_d_ivoire,1-0,33.77,1,,,
56,curacao,cote_d_ivoire,1-1,17.74,1,,,
56,curacao,cote_d_ivoire,1-2,10.76,7,,,
56,curacao,cote_d_ivoire,1-3,11.08,10,,,
56,curacao,cote_d_ivoire,1-4,15.19,5,,,
56,curacao,cote_d_ivoire,1-5,24.63,3,,,
56,curacao,cote_d_ivoire,1-6,44.63,0,,,
56,curacao,cote_d_ivoire,2-0,86.4,1,,,
56,curacao,cote_d_ivoire,2-1,41.32,0,,,
56,curacao,cote_d_ivoire,2-2,22.83,1,,,
56,curacao,cote_d_ivoire,2-3,32.68,4,,,
56,curacao,cote_d_ivoire,2-4,42.43,1,,,
56,curacao,cote_d_ivoire,2-5,64.47,3,,,
56,curacao,cote_d_ivoire,2-6,108.1,0,,,
56,curacao,cote_d_ivoire,3-0,,1,,,
56,curacao,cote_d_ivoire,3-1,131.61,0,,,
56,curacao,cote_d_ivoire,3-2,104.83,0,,,
56,curacao,cote_d_ivoire,3-3,82.97,0,,,
56,curacao,cote_d_ivoire,3-4,133.84,1,,,
56,curacao,cote_d_ivoire,3-5,186.45,1,,,
56,curacao,cote_d_ivoire,4-0,,1,,,
56,curacao,cote_d_ivoire,4-1,,1,,,
56,curacao,cote_d_ivoire,4-2,,0,,,
56,curacao,cote_d_ivoire,4-3,,0,,,
56,curacao,cote_d_ivoire,4-4,,1,,,
56,curacao,cote_d_ivoire,4-5,,1,,,
56,curacao,cote_d_ivoire,5-0,,0,,,
56,curacao,cote_d_ivoire,5-1,,0,,,
56,curacao,cote_d_ivoire,5-2,,0,,,
56,curacao,cote_d_ivoire,5-3,,0,,,
56,curacao,cote_d_ivoire,5-4,,1,,,
57,tunisie,pays_bas,0-0,26.12,2,,,
57,tunisie,pays_bas,0-1,9.23,1,,1,
57,tunisie,pays_bas,0-2,6.28,9,,,
57,tunisie,pays_bas,0-3,6.17,15,,,
57,tunisie,pays_bas,0-4,7.98,10,,,
57,tunisie,pays_bas,0-5,12.68,8,,,
57,tunisie,pays_bas,0-6,22.98,8,,,
57,tunisie,pays_bas,1-0,41.73,1,,,
57,tunisie,pays_bas,1-1,23.96,1,,,
57,tunisie,pays_bas,1-2,12.19,4,,,
57,tunisie,pays_bas,1-3,11.96,7,50,,1
57,tunisie,pays_bas,1-4,15.28,4,,,
57,tunisie,pays_bas,1-5,23.19,4,,,
57,tunisie,pays_bas,1-6,40.2,1,,,
57,tunisie,pays_bas,2-0,112.34,1,,,
57,tunisie,pays_bas,2-1,52.88,1,,,
57,tunisie,pays_bas,2-2,23.09,1,,,
57,tunisie,pays_bas,2-3,38.12,3,,,
57,tunisie,pays_bas,2-4,47.15,4,,,
57,tunisie,pays_bas,2-5,67.4,3,,,
57,tunisie,pays_bas,2-6,107.89,0,,,
57,tunisie,pays_bas,3-0,,1,,,
57,tunisie,pays_bas,3-1,171.87,2,,,
57,tunisie,pays_bas,3-2,134.36,0,,,
57,tunisie,pays_bas,3-3,87.74,1,,,
57,tunisie,pays_bas,3-4,156.78,2,,,
57,tunisie,pays_bas,3-5,,4,,,
57,tunisie,pays_bas,4-0,,1,,,
57,tunisie,pays_bas,4-1,,0,,,
57,tunisie,pays_bas,4-2,,0,,,
57,tunisie,pays_bas,4-3,,0,,,
57,tunisie,pays_bas,4-4,,0,,,
57,tunisie,pays_bas,4-5,,2,,,
57,tunisie,pays_bas,5-0,,0,,,
57,tunisie,pays_bas,5-1,,0,,,
57,tunisie,pays_bas,5-2,,0,,,
57,tunisie,pays_bas,5-3,,0,,,
57,tunisie,pays_bas,5-4,,1,,,
58,japon,suede,0-0,12.67,2,,,
58,japon,suede,0-1,12.5,2,,,
58,japon,suede,0-2,19.09,2,,,
58,japon,suede,0-3,39.76,1,,,
58,japon,suede,0-4,101.38,1,,,
58,japon,suede,0-5,,1,,,
58,japon,suede,1-0,9.86,6,,1,
58,japon,suede,1-1,6.82,7,20,,1
58,japon,suede,1-2,12.09,4,,,
58,japon,suede,1-3,27.44,2,,,
58,japon,suede,1-4,72.61,1,,,
58,japon,suede,1-5,,1,,,
58,japon,suede,2-0,11.83,6,,,
58,japon,suede,2-1,9.54,17,,,
58,japon,suede,2-2,13.69,8,,,
58,japon,suede,2-3,33.12,3,,,
58,japon,suede,2-4,88.07,1,,,
58,japon,suede,2-5,,1,,,
58,japon,suede,3-0,20.78,3,,,
58,japon,suede,3-1,17.15,7,,,
58,japon,suede,3-2,26.47,6,,,
58,japon,suede,3-3,50.71,2,,,
58,japon,suede,3-4,142.76,0,,,
58,japon,suede,3-5,,1,,,
58,japon,suede,4-0,48.97,1,,,
58,japon,suede,4-1,39.15,2,,,
58,japon,suede,4-2,57.6,2,,,
58,japon,suede,4-3,117.71,2,,,
58,japon,suede,4-4,,1,,,
58,japon,suede,4-5,,1,,,
58,japon,suede,5-0,133.59,1,,,
58,japon,suede,5-1,104.13,1,,,
58,japon,suede,5-2,146.75,1,,,
58,japon,suede,5-3,,1,,,
58,japon,suede,5-4,,1,,,
59,turquie,etats_unis,0-0,18.18,2,,,
59,turquie,etats_unis,0-1,10.63,3,,1,
59,turquie,etats_unis,0-2,11.16,13,,,
59,turquie,etats_unis,0-3,16.43,4,,,
59,turquie,etats_unis,0-4,31.75,2,,,
59,turquie,etats_unis,0-5,71.21,4,,,
59,turquie,etats_unis,0-6,174.94,,,,
59,turquie,etats_unis,1-0,16.05,2,,,
59,turquie,etats_unis,1-1,8.77,6,,,
59,turquie,etats_unis,1-2,8.88,21,,,
59,turquie,etats_unis,1-3,13.25,12,,,
59,turquie,etats_unis,1-4,26.46,2,,,
59,turquie,etats_unis,1-5,59.73,0,,,
59,turquie,etats_unis,1-6,148.11,,,,
59,turquie,etats_unis,2-0,24.14,2,,,
59,turquie,etats_unis,2-1,13.56,5,,,
59,turquie,etats_unis,2-2,14.66,5,,,
59,turquie,etats_unis,2-3,20.72,7,,,
59,turquie,etats_unis,2-4,39.49,1,,,
59,turquie,etats_unis,2-5,86.68,0,,,
59,turquie,etats_unis,3-0,50.21,1,,,
59,turquie,etats_unis,3-1,29.19,2,,,
59,turquie,etats_unis,3-2,30.52,1,70,,1
59,turquie,etats_unis,3-3,46.24,1,,,
59,turquie,etats_unis,3-4,80.12,1,,,
59,turquie,etats_unis,3-5,168.46,1,,,
59,turquie,etats_unis,4-0,127.13,0,,,
59,turquie,etats_unis,4-1,76.89,0,,,
59,turquie,etats_unis,4-2,79.64,0,,,
59,turquie,etats_unis,4-3,113.41,0,,,
59,turquie,etats_unis,4-4,,0,,,
59,turquie,etats_unis,4-5,,1,,,
59,turquie,etats_unis,5-0,,0,,,
59,turquie,etats_unis,5-1,,0,,,
59,turquie,etats_unis,5-2,,0,,,
59,turquie,etats_unis,5-3,,0,,,
59,turquie,etats_unis,5-4,,0,,,
60,paraguay,australie,0-0,4.85,25,50,1,1
60,paraguay,australie,0-1,11.5,3,,,
60,paraguay,australie,0-2,28.5,1,,,
60,paraguay,australie,0-3,110,0,,,
60,paraguay,australie,0-4,,0,,,
60,paraguay,australie,0-5,,0,,,
60,paraguay,australie,1-0,7.6,7,,,
60,paraguay,australie,1-1,5.55,11,,,
60,paraguay,australie,1-2,22.5,3,,,
60,paraguay,australie,1-3,82.5,0,,,
60,paraguay,australie,1-4,,0,,,
60,paraguay,australie,1-5,,0,,,
60,paraguay,australie,2-0,13.75,6,,,
60,paraguay,australie,2-1,14.5,7,,,
60,paraguay,australie,2-2,24,3,,,
60,paraguay,australie,2-3,125,1,,,
60,paraguay,australie,2-4,,0,,,
60,paraguay,australie,2-5,,0,,,
60,paraguay,australie,3-0,39,3,,,
60,paraguay,australie,3-1,38,4,,,
60,paraguay,australie,3-2,82.5,3,,,
60,paraguay,australie,3-3,155,1,,,
60,paraguay,australie,3-4,,0,,,
60,paraguay,australie,3-5,,0,,,
60,paraguay,australie,4-0,,3,,,
60,paraguay,australie,4-1,,3,,,
60,paraguay,australie,4-2,,3,,,
60,paraguay,australie,4-3,,3,,,
60,paraguay,australie,4-4,,4,,,
60,paraguay,australie,4-5,,0,,,
60,paraguay,australie,5-0,,1,,,
60,paraguay,australie,5-1,,0,,,
60,paraguay,australie,5-2,,0,,,
60,paraguay,australie,5-3,,0,,,
60,paraguay,australie,5-4,,0,,,
